CRN,Crse,Sect,Title,Course,Cr,GM,Type,Days,Time,Loc,P-Term,Dates,Instructor,Fee,Max,Enrl,AVL,XL-Max,XL-Enrl,Wait,Rsrvd,Status,Lib Ed,Perm
22137,BSAD 363,01 ,Negotiation Strategies,BSAD 363 Negotiation Strategies,3,L,CLAS ,MW,12:00-13:20  ,HV 113 ,Full Term,01/11/2023-04/24/2023 ,"Mendez, R  ",-,25 ,21 ,4 ,-,-,0,-,Open ,-,-
22294,BSAD 365,01 ,Diversity in Organizations,BSAD 365 Diversity in Organizations,3,L,CLAS ,TR,11:00-12:20  ,HV 005 ,Full Term,01/11/2023-04/24/2023 ,"Kaur, M  ",-,25 ,15 ,10 ,-,-,0,-,Open ,CUL4,-
20585,BSAD 392,01 ,Business Internship,BSAD 392 Business Internship,44986,P,CLAS ,-,-,-,Full Term,01/11/2023-04/24/2023 ,"Ichiho, R  ",-,25 ,7 ,18 ,-,-,0,-,Open ,-,IN 
22354,BSAD 413,1 ,Principles of Investments,BSAD 413 Principles of Investments,3,L,CLAS ,MWF,10:00-10:50  ,HV 104 ,Full Term,01/11/2023-04/24/2023 ,"Radoniqi, F  ",-,25 ,13 ,12 ,-,-,0,-,Open ,-,-
22356,BSAD 422,1 ,Consumer Behavior,BSAD 422 Consumer Behavior,3,L,CLAS ,W,19:00-21:50  ,HV 205 ,Full Term,01/11/2023-04/24/2023 ,"Smirnov, K  ",40,25 ,25 ,0 ,-,-,0,-,Closed ,-,-
22083,BSAD 423,01 ,International Marketing,BSAD 423 International Marketing,3,L,CLAS ,MW,15:00-16:20  ,DH 118 ,Full Term,01/11/2023-04/24/2023 ,"Sattari, S  ",-,25 ,23 ,2 ,-,-,0,-,Open ,CUL6,-
21340,BSAD 431,02 ,Human Resources Management,BSAD 431 Human Resources Management,3,L,CLAS ,TR,13:30-14:50  ,DH 118 ,Full Term,01/11/2023-04/24/2023 ,"Kaur, M  ",-,25 ,7 ,18 ,-,-,0,-,Open ,-,-
21985,BSAD 435,1 ,Leading & Growing the Small Business,BSAD 435 Leading & Growing the Small Business,3,L,CLAS ,TR,15:00-16:20  ,HV 113 ,Full Term,01/11/2023-04/24/2023 ,"Ichiho, R  ",-,25 ,12 ,13 ,-,-,0,-,Open ,-,-
20041,BSAD 489,02 ,Management Strategy and Policy,BSAD 489 Management Strategy and Policy,3,L,CLAS ,MW,15:00-16:20  ,DH 004 ,Full Term,01/11/2023-04/24/2023 ,"Fisher, S  ",-,20 ,20 ,0 ,-,-,0,-,Closed ,COM4,-
22476,BSAD 489,01 ,Management Strategy and Policy,BSAD 489 Management Strategy and Policy,3,L,CLAS ,MW,12:00-13:20  ,DH 118 ,Full Term,01/11/2023-04/24/2023 ,"Fisher, S  ",-,20 ,20 ,0 ,-,-,0,-,Closed ,COM4,-
20046,CHDV 105,01 ,Introduction to Child Development,CHDV 105 Introduction to Child Development,3,L,CLAS ,MW,12:00-13:20  ,SLC 509 ,Full Term,01/11/2023-04/24/2023 ,"Bunt, S  ",-,25 ,23 ,2 ,-,-,0,-,Open ,-,-
22478,CHDV 210,1 ,Early Childhood Education,CHDV 210 Early Childhood Education,3,L,CLAS ,TR,11:00-12:20  ,SLC 509 ,Full Term,01/11/2023-04/24/2023 ,"Sebanc, A  ",-,25 ,25 ,0 ,-,-,0,-,Closed ,-,-
22481,CHDV 217,1 ,Play Development,CHDV 217 Play Development,3,L,CLAS ,TR,15:00-16:20  ,HV 004B ,Full Term,01/11/2023-04/24/2023 ,"Obregon, N  ",-,26 ,26 ,0 ,-,-,-,-,Closed ,-,-
22482,CHDV 340,1 ,Language Development,CHDV 340 Language Development,3,L,CLAS ,TR,13:30-14:50  ,HV 004B ,Full Term,01/11/2023-04/24/2023 ,"Obregon, N  ",-,25 ,21 ,4 ,-,-,0,-,Open ,-,-
21660,CHDV 487,01 ,Early Childhood Practicum,CHDV 487 Early Childhood Practicum,3,L,CLAS ,MW,12:00-13:20  ,SLC 507 ,Full Term,01/11/2023-04/24/2023 ,"Sebanc, A  ",-,10 ,7 ,3 ,-,-,0,-,Open ,-,-
21661,CHDV 488,01 ,Child Development Practicum,CHDV 488 Child Development Practicum,3,L,CLAS ,MW,12:00-13:20  ,SLC 507 ,Full Term,01/11/2023-04/24/2023 ,"Sebanc, A  ",-,15 ,12 ,3 ,-,-,0,-,Open ,-,-
20054,CHDV 497,01 ,Senior Seminar in Child Development,CHDV 497 Senior Seminar in Child Development,3,L,CLAS ,MW,15:00-16:20  ,PL 202 ,Full Term,01/11/2023-04/24/2023 ,"Obregon, N  ",-,15 ,9 ,6 ,-,-,0,-,Open ,COM4,IN 
20056,CHEM 110B,01 ,General Chemistry II,CHEM 110B General Chemistry II,4,L,CLAS ,MWF,12:00-12:50  ,SLC 204 ,Full Term,01/11/2023-04/24/2023 ,"Peterson, P  ",-,24 ,17 ,7 ,-,-,0,-,Open ,COM1,-
21613,CHEM 110B,03 ,General Chemistry II,CHEM 110B General Chemistry II,4,L,CLAS ,MWF,10:00-10:50  ,SLC 204 ,Full Term,01/11/2023-04/23/2023 ,"Rahimnejad, S  ",-,24 ,8 ,16 ,-,-,0,-,Open ,COM1,-
22140,CHEM 110B,04 ,General Chemistry II,CHEM 110B General Chemistry II,4,L,CLAS ,MWF,09:00-09:50  ,SLC 204 ,Full Term,01/11/2023-04/24/2023 ,"Rahimnejad, S  ",-,24 ,11 ,13 ,-,-,0,-,Open ,COM1,-
20071,CHEM 231B,01 ,Organic Chemistry II,CHEM 231B Organic Chemistry II,3,L,CLAS ,MWF,09:00-09:50  ,SLC 309 ,Full Term,01/11/2023-04/24/2023 ,"Isovitsch, R  ",-,45 ,23 ,22 ,-,-,0,-,Open ,-,-
20076,CHEM 233B,01 ,Organic Chemistry II Lab,CHEM 233B Organic Chemistry II Lab,1,L,CLAS ,M,13:30-16:20  ,SLC 420 ,Full Term,01/11/2023-04/24/2023 ,"Isovitsch, R  ",-,16 ,8 ,8 ,-,-,-,-,Open ,-,-
20079,CHEM 233B,02 ,Organic Chemistry II Lab,CHEM 233B Organic Chemistry II Lab,1,L,CLAS ,W,13:30-16:20  ,SLC 420 ,Full Term,01/11/2023-04/24/2023 ,"Isovitsch, R  ",-,16 ,13 ,3 ,-,-,-,-,Open ,-,-
22483,CHEM 321A,1 ,Physical Chemistry I,CHEM 321A Physical Chemistry I,4,L,CLAS ,MWF,11:00-11:50  ,SLC 204 ,Full Term,01/11/2023-04/24/2023 ,"Rahimnejad, S  ",-,15 ,5 ,10 ,-,-,0,-,Open ,-,-
22359,CHEM 442,1 ,Instrumental Analysis,CHEM 442 Instrumental Analysis,4,L,CLAS ,MWF,09:00-09:50  ,SLC 509 ,Full Term,01/11/2023-04/24/2023 ,"Peterson, P  ",-,24 ,1 ,23 ,-,-,-,-,Open ,-,-
22361,CHEM 442L,1 ,Instrumental Analysis Lab,CHEM 442L Instrumental Analysis Lab,0-1,X,CLAS ,T,13:30-16:20  ,SLC 420 ,Full Term,01/11/2023-04/24/2023 ,"Peterson, P  ",-,24 ,1 ,23 ,-,-,0,-,Open ,-,-
20085,CHEM 471B,01 ,Biochemistry II,CHEM 471B Biochemistry II,3,L,CLAS ,MWF,12:00-12:50  ,SLC 104 ,Full Term,01/11/2023-04/24/2023 ,"Iimoto, D  ",-,30 ,3 ,27 ,-,-,0,-,Open ,-,-
21666,CHEM 473,01 ,Advanced Biochemistry Lab,CHEM 473 Advanced Biochemistry Lab,1,L,CLAS ,W,13:30-16:20  ,SLC 404 ,Full Term,01/11/2023-04/24/2023 ,"Iimoto, D  ",-,10 ,1 ,9 ,-,-,0,-,Open ,-,-
22360,CHEM 486,1 ,Integrated Laboratory,CHEM 486 Integrated Laboratory,3,L,CLAS ,R,13:30-16:20  ,SLC 420 ,Full Term,01/11/2023-04/24/2023 ,"Isovitsch, R  ",-,15 ,5 ,10 ,-,-,0,-,Open ,-,-
20877,CHEM 496,01 ,Chemistry Research,CHEM 496 Chemistry Research,0-3,L,CLAS ,-,-,-,Full Term,01/11/2023-04/24/2023 ,"Peterson, P  ",-,5 ,0 ,5 ,-,-,-,-,Open ,COM4,IN 
21811,CHEM 496,03 ,Chemistry Research,CHEM 496 Chemistry Research,0-3,L,CLAS ,-,-,-,Full Term,01/11/2023-04/24/2023 ,"Iimoto, D  ",-,5 ,2 ,3 ,-,-,0,-,Open ,COM4,IN 
21979,CHEM 496,1 ,Chemistry Research,CHEM 496 Chemistry Research,0-3,L,CLAS ,-,-,-,Full Term,01/11/2023-04/24/2023 ,"Isovitsch, R  ",-,5 ,3 ,2 ,-,-,-,-,Open ,COM4,IN 
22363,CHIN 110,1 ,Modern Chinese Literature,CHIN 110 Modern Chinese Literature,3,L,CLAS ,MW,12:00-13:20  ,PL 201 ,Full Term,01/11/2023-04/24/2023 ,"Berthel, K  ",-,20 ,1 ,19 ,25 ,2 ,0,-,Open ,CUL6,-
22364,CHIN 121,1 ,Elementary Chinese II,CHIN 121 Elementary Chinese II,4,L,CLAS ,MTWR,11:00-11:50  ,PL 201 ,Full Term,01/11/2023-04/24/2023 ,"Berthel, K  ",-,25 ,4 ,21 ,-,-,0,-,Open ,CUL7,-
21744,CHIN 150,01 ,Chinese Cinema,CHIN 150 Chinese Cinema,3,L,CLAS ,M,19:00-21:50  ,HV 100 ,Full Term,01/11/2023-04/24/2023 ,"Berthel, K  ",-,25 ,17 ,8 ,35 ,17 ,0,-,Open ,CUL2,-
22468,CHIN 310,1 ,Modern Chinese Literature,CHIN 310 Modern Chinese Literature,3,L,CLAS ,MW,12:00-13:20  ,PL 201 ,Full Term,01/11/2023-04/24/2023 ,"Berthel, K  ",-,5 ,1 ,4 ,25 ,2 ,0,-,Open ,CUL6,-
21748,CHIN 350,01 ,Chinese Cinema,CHIN 350 Chinese Cinema,3,L,CLAS ,M,19:00-21:50  ,HV 100 ,Full Term,01/11/2023-04/24/2023 ,"Berthel, K  ",-,10 ,0 ,10 ,35 ,17 ,0,-,Open ,CUL2,IN 
21121,COSC 100,01 ,Introduction to Computer Sys,COSC 100 Introduction to Computer Sys,3,L,CLAS ,MWF,10:00-10:50  ,SLC 416 ,Full Term,01/11/2023-04/24/2023 ,"Lutgen, J  ",-,24 ,20 ,4 ,-,-,0,-,Open ,COM1,-
21559,COSC 120,01 ,Computer Science I,COSC 120 Computer Science I,3,L,CLAS ,TR,13:30-14:50  ,SLC 416 ,Full Term,01/11/2023-04/24/2023 ,"Park, F  ",-,24 ,19 ,5 ,-,-,0,-,Open ,-,-
22406,COSC 180,1 ,Introduction to Data Science with Python,COSC 180 Introduction to Data Science with Python,3,L,CLAS ,TR,11:00-12:20  ,SLC 232 ,Full Term,01/11/2023-04/24/2023 ,"Piner, G  ",-,16 ,15 ,1 ,-,-,0,-,Open ,-,-
21757,COSC 240,01 ,Data Structures and Algorithms,COSC 240 Data Structures and Algorithms,3,L,CLAS ,TR,13:30-14:50  ,SLC 104 ,Full Term,01/11/2023-04/24/2023 ,"Wong, G  ",-,24 ,17 ,7 ,-,-,0,-,Open ,-,-
22393,COSC 390,1 ,Microcontrollers,COSC 390 Microcontrollers,3,L,CLAS ,TR,15:00-16:20  ,SLC 104 ,Full Term,01/11/2023-04/24/2023 ,"Lutgen, J  ",-,11 ,11 ,0 ,-,-,0,-,Closed ,-,IN 
22085,COSC 499,01 ,Senior Project,COSC 499 Senior Project,44987,L,CLAS ,-,-,-,Full Term,01/11/2023-04/24/2023 ,"Wong, G  ",-,24 ,12 ,12 ,-,-,0,-,Open ,COM4,-
20324,ECON 200,02 ,Principles of Economics: Macro,ECON 200 Principles of Economics: Macro,3,L,CLAS ,MWF,09:00-09:50  ,DH 118 ,Full Term,01/11/2023-04/24/2023 ,"Khokher, P  ",-,25 ,23 ,2 ,-,-,0,-,Open ,-,-
21549,ECON 200,01 ,Principles of Economics: Macro,ECON 200 Principles of Economics: Macro,3,L,CLAS ,MWF,10:00-10:50  ,DH 118 ,Full Term,01/11/2023-04/24/2023 ,"Khokher, P  ",-,25 ,22 ,3 ,-,-,0,-,Open ,-,-
20061,ECON 201,01 ,Principles of Economics: Micro,ECON 201 Principles of Economics: Micro,3,L,CLAS ,MW,12:00-13:20  ,DH 104 ,Full Term,01/11/2023-04/24/2023 ,"Lee, S  ",-,25 ,16 ,9 ,-,-,0,-,Open ,-,-
20063,ECON 201,02 ,Principles of Economics: Micro,ECON 201 Principles of Economics: Micro,3,L,CLAS ,MW,13:30-14:50  ,DH 104 ,Full Term,01/11/2023-04/24/2023 ,"Lee, S  ",-,25 ,15 ,10 ,-,-,0,-,Open ,-,-
21355,ECON 205,01 ,Intro to Quantitative Methods,ECON 205 Intro to Quantitative Methods,3,L,CLAS ,MWF,12:00-12:50  ,SLC 416 ,Full Term,01/11/2023-04/24/2023 ,"Khokher, P  ",-,20 ,8 ,12 ,-,-,0,-,Open ,COM1,-
20065,ECON 300,01 ,Intermediate Macroeconomic Theory,ECON 300 Intermediate Macroeconomic Theory,4,L,CLAS ,TR,10:00-11:50  ,DH 118 ,Full Term,01/11/2023-04/24/2023 ,"Bezares Calderon, A  ",-,25 ,14 ,11 ,-,-,0,-,Open ,-,-
22072,ECON 371,01 ,Political Economy of Development,ECON 371 Political Economy of Development,3,L,CLAS ,TR,13:30-14:50  ,SLC 507 ,Full Term,01/11/2023-04/24/2023 ,"Bezares Calderon, A  ",-,25 ,8 ,17 ,25 ,10 ,0,-,Open ,CUL1,-
22220,ECON 386,01 ,Growth & Development,ECON 386 Growth & Development,3,L,CLAS ,MWF,13:30-14:20  ,DH 118 ,Full Term,01/11/2023-04/24/2023 ,"Khokher, P  ",-,25 ,7 ,18 ,-,-,0,-,Open ,CUL1,-
22365,ECON 390,1 ,Behavioral Economics: Psychology and Economics,ECON 390 Behavioral Economics: Psychology and Economics,3,L,CLAS ,MW,15:00-16:20  ,SLC 509 ,Full Term,01/11/2023-04/24/2023 ,"Lee, S  ",-,25 ,9 ,16 ,-,-,0,-,Open ,-,-
22221,ECON 400A,01 ,Senior Project I in Economics,ECON 400A Senior Project I in Economics,3,R,CLAS ,TR,15:00-16:20  ,HV 106 ,Full Term,01/11/2023-04/02/2023 ,"Bezares Calderon, A  ",-,20 ,5 ,15 ,-,-,0,-,Open ,-,IN 
20842,ECON 400B,01 ,Senior Project II in Economics,ECON 400B Senior Project II in Economics,1,L,CLAS ,-,-,-,Full Term,01/11/2023-04/24/2023 ,"Bezares Calderon, A  ",-,20 ,5 ,15 ,-,-,0,-,Open ,COM4,IN 
22022,EDUC 067,01 ,Experiences in Education,EDUC 067 Experiences in Education,0-3,L,CLAS ,T,15:00-16:20  ,HV 003 ,Full Term,01/11/2023-04/23/2023 ,"Swanson, L  ",-,20 ,5 ,15 ,-,-,0,-,Open ,SLC,-
21364,EDUC 067L,01 ,Experiences in Education Lab,EDUC 067L Experiences in Education Lab,0,X,CLAS ,R,15:00-16:20  ,HV 003 ,Full Term,01/11/2023-04/23/2023 ,"Swanson, L  ",-,10 ,5 ,5 ,-,-,0,-,Open ,-,-
20087,EDUC 300,01 ,Sociological & Historical Perspectives on Education,EDUC 300 Sociological & Historical Perspectives on Education,3,L,CLAS ,R,17:00-19:50  ,SLC 200 ,Full Term,01/11/2023-04/23/2023 ,"Algario, D  ",-,10 ,5 ,5 ,25 ,19 ,0,-,Open ,CUL4,-
22492,EDUC 401,1 ,Teaching Diverse Learners,EDUC 401 Teaching Diverse Learners,3,L,CLAS ,MW,12:00-13:20  ,BALL  ,Full Term,01/11/2023-04/24/2023 ,"Villalon, K  ",-,25 ,10 ,15 ,-,-,0,-,Open ,-,-
21789,EDUC 404,01 ,Second Language Acquisition Methodology,EDUC 404 Second Language Acquisition Methodology,3,L,CLAS ,M,17:00-19:50  ,ONLINE  ,Full Term,01/11/2023-04/23/2023 ,"Soto-Hinman, I  ",-,7 ,7 ,0 ,25 ,16 ,0,-,Closed ,-,-
20092,EDUC 405,01 ,Multiple Subject Curriculum & Pedagogy: Lang Arts w/Hist-Soc Sci & Visual & Perf Arts,EDUC 405 Multiple Subject Curriculum & Pedagogy: Lang Arts w/Hist-Soc Sci & Visual & Perf Arts,3,L,CLAS ,M,17:00-19:50  ,SLC 205 ,Full Term,01/11/2023-04/24/2023 ,"Ybarra, C  ",50,7 ,1 ,6 ,25 ,8 ,0,-,Open ,-,IN 
21000,EDUC 409,01 ,Single Subject Curriculum & Pedagogy II: Math & Science,EDUC 409 Single Subject Curriculum & Pedagogy II: Math & Science,3,L,CLAS ,W,17:00-19:50  ,SLC 200 ,Full Term,01/11/2023-04/23/2023 ,"Swanson, L  ",50,7 ,0 ,7 ,25 ,4 ,0,-,Open ,-,IN 
21001,EDUC 409,3 ,Single Subject Curriculum & Pedagogy II: History & English,EDUC 409 Single Subject Curriculum & Pedagogy II: History & English,3,L,CLAS ,W,17:00-19:50  ,HV 113 ,Full Term,01/11/2023-04/24/2023 ,"Jones, M  ",50,7 ,1 ,6 ,25 ,7 ,0,-,Open ,-,IN 
21068,EDUC 409,1 ,Single Subject Curriculum & Pedagogy II: PE,EDUC 409 Single Subject Curriculum & Pedagogy II: PE,3,L,CLAS ,W,17:00-19:50  ,HV 104 ,Full Term,01/11/2023-04/24/2023 ,"Moore, P  ",50,7 ,0 ,7 ,25 ,6 ,0,-,Open ,-,IN 
21817,EDUC 412,01 ,Prmtng Stdnts Health n Safety,EDUC 412 Prmtng Stdnts Health n Safety,1,P,CLAS ,-,-,-,Full Term,01/11/2023-04/24/2023 ,"Moore, P  ",-,7 ,1 ,6 ,25 ,12 ,0,-,Open ,-,IN 
22149,EDUC 420,01 ,Student Teaching,EDUC 420 Student Teaching,0-12,L,CLAS ,-,-,-,Full Term,01/11/2023-04/24/2023 ,"Ybarra, C  ",-,7 ,2 ,5 ,27 ,8 ,-,-,Open ,-,-
22150,EDUC 421,01 ,Professional Development Seminar: Education Specialist,EDUC 421 Professional Development Seminar: Education Specialist,1,L,CLAS ,T,16:00-16:50  ,SLC 205 ,Full Term,01/11/2023-04/23/2023 ,TBA  ,-,7 ,2 ,5 ,-,-,0,-,Open ,-,-
22509,EDUC 425,1 ,Chicano/Latino Cultures: An Interdisciplinary Perspective,EDUC 425 Chicano/Latino Cultures: An Interdisciplinary Perspective,3,L,CLAS ,R,17:00-19:45  ,HV 106 ,Full Term,01/11/2023-04/24/2023 ,"Flores, J  ",-,10 ,1 ,9 ,10 ,1 ,0,-,Open ,-,-
21781,EDUC 432,01 ,Case Mgt and Assistive Tech,EDUC 432 Case Mgt and Assistive Tech,2,L,CLAS ,W,17:00-18:50  ,HV 202 ,Full Term,01/11/2023-04/24/2023 ,"Ige, E  ",-,7 ,1 ,6 ,25 ,2 ,0,-,Open ,-,IN 
21343,EDUC 433,01 ,Applied Behavior Analysis in Schools,EDUC 433 Applied Behavior Analysis in Schools,3,L,CLAS ,M,17:00-19:50  ,HV 113 ,Full Term,01/11/2023-04/23/2023 ,"Colcord, C  ",-,7 ,0 ,7 ,25 ,3 ,0,Y,Open ,-,IN 
22027,EDUC 436,01 ,Characteristics and Instructional Strategies for Students with Moderate to Severe Disabilities,EDUC 436 Characteristics and Instructional Strategies for Students with Moderate to Severe Disabilities,3,L,CLAS ,R,17:00-19:50  ,HV 104 ,Full Term,01/11/2023-04/23/2023 ,"Colcord, C  ",-,7 ,1 ,6 ,25 ,1 ,0,-,Open ,-,IN 
21786,EDUC 500,1 ,Social/Anthropological Perspective on Education,EDUC 500 Social/Anthropological Perspective on Education,3,L,CLAS ,R,17:00-19:50  ,SLC 200 ,Full Term,01/11/2023-04/24/2023 ,"Algario, D  ",-,15 ,14 ,1 ,25 ,19 ,0,-,Open ,-,-
21788,EDUC 504,01 ,Second Language Acquisition Methodology,EDUC 504 Second Language Acquisition Methodology,3,L,CLAS ,M,17:00-19:50  ,ONLINE  ,Full Term,01/11/2023-04/23/2023 ,"Soto-Hinman, I  ",-,18 ,9 ,9 ,25 ,16 ,0,-,Open ,-,-
20994,EDUC 505,01 ,"Multiple Subject Curriculum & Pedagogy: Language Arts with Social Studies, Visual & Performing Arts","EDUC 505 Multiple Subject Curriculum & Pedagogy: Language Arts with Social Studies, Visual & Performing Arts",3,L,CLAS ,M,17:00-19:50  ,-,Full Term,01/11/2023-04/24/2023 ,"Ybarra, C  ",-,18 ,7 ,11 ,25 ,8 ,0,-,Open ,-,-
21600,EDUC 506,01 ,Learning and Learners,EDUC 506 Learning and Learners,3,L,CLAS ,M,17:00-19:50  ,SLC 200 ,Full Term,01/11/2023-04/24/2023 ,"Algario, D  ",-,25 ,9 ,16 ,-,-,0,-,Open ,-,-
21052,EDUC 509,02 ,Single Subject Curriculum & Pedagogy II: Math & Science,EDUC 509 Single Subject Curriculum & Pedagogy II: Math & Science,3,L,CLAS ,W,17:00-19:50  ,SLC 200 ,Full Term,01/11/2023-04/23/2023 ,"Swanson, L  ",50,18 ,4 ,14 ,25 ,4 ,0,-,Open ,-,-
21064,EDUC 509,3 ,Single Subject Curriculum & Pedagogy II: History & English,EDUC 509 Single Subject Curriculum & Pedagogy II: History & English,3,L,CLAS ,W,17:00-19:50  ,HV 113 ,Full Term,01/11/2023-04/24/2023 ,"Jones, M  ",50,18 ,6 ,12 ,25 ,7 ,0,-,Open ,-,-
21065,EDUC 509,1 ,Single Subject Curriculum & Pedagogy II: PE,EDUC 509 Single Subject Curriculum & Pedagogy II: PE,3,L,CLAS ,W,17:00-19:50  ,HV 104 ,Full Term,01/11/2023-04/24/2023 ,"Moore, P  ",50,18 ,6 ,12 ,25 ,6 ,0,-,Open ,-,-
21808,EDUC 512,01 ,Promoting Student's Health and Safety,EDUC 512 Promoting Student's Health and Safety,1,P,CLAS ,-,-,-,Full Term,01/11/2023-04/24/2023 ,"Moore, P  ",-,18 ,11 ,7 ,25 ,12 ,0,-,Open ,-,-
21003,EDUC 520,1 ,Student Teaching,EDUC 520 Student Teaching,12,P,CLAS ,-,-,-,Full Term,01/11/2023-04/24/2023 ,"Ybarra, C  ",250,20 ,6 ,14 ,27 ,8 ,0,-,Open ,-,IN 
21005,EDUC 521,1 ,Prof. Development Seminar: Single Subject,EDUC 521 Prof. Development Seminar: Single Subject,1,P,CLAS ,M,16:00-16:50  ,SLC 205 ,Full Term,01/11/2023-04/24/2023 ,"Ybarra, C  ",-,20 ,3 ,17 ,-,-,0,-,Open ,-,-
21006,EDUC 521,2 ,Prof. Development Seminar: Education Specialist,EDUC 521 Prof. Development Seminar: Education Specialist,1,P,CLAS ,T,16:00-16:50  ,SLC 205 ,Full Term,01/11/2023-04/23/2023 ,"Colcord, C  ",-,20 ,2 ,18 ,27 ,2 ,0,-,Open ,-,-
22029,EDUC 521,01 ,Prof. Development Seminar: Multiple Subject,EDUC 521 Prof. Development Seminar: Multiple Subject,1,P,CLAS ,M,16:00-16:50  ,SLC 205 ,Full Term,01/11/2023-04/24/2023 ,"Ybarra, C  ",-,20 ,2 ,18 ,-,-,0,-,Open ,-,-
22290,EDUC 525,01 ,Chicano/Latino Cultures: An Interdisciplinary Perspective,EDUC 525 Chicano/Latino Cultures: An Interdisciplinary Perspective,3,L,CLAS ,R,17:00-19:45  ,HV 106 ,Full Term,01/11/2023-04/23/2023 ,"Flores, J  ",-,10 ,3 ,7 ,-,-,-,-,Open ,-,IN 
21100,EDUC 532,01 ,Case Management and Assistive Tech,EDUC 532 Case Management and Assistive Tech,2,L,CLAS ,W,17:00-18:50  ,HV 202 ,Full Term,01/11/2023-04/24/2023 ,"Ige, E  ",-,18 ,1 ,17 ,25 ,2 ,0,-,Open ,-,IN 
21059,EDUC 533,01 ,Creating Positive Classroom Management and Behavior Systems,EDUC 533 Creating Positive Classroom Management and Behavior Systems,3,L,CLAS ,M,17:00-19:50  ,HV 113 ,Full Term,01/11/2023-04/23/2023 ,"Colcord, C  ",-,18 ,3 ,15 ,25 ,3 ,0,-,Open ,-,-
22028,EDUC 536,01 ,Characteristics and Instructional Practices for Moderate to Severe Disabilities,EDUC 536 Characteristics and Instructional Practices for Moderate to Severe Disabilities,3,L,CLAS ,R,17:00-19:50  ,HV 104 ,Full Term,01/11/2023-04/23/2023 ,"Colcord, C  ",-,18 ,0 ,18 ,25 ,1 ,0,-,Open ,-,-
22506,EDUC 598,1 ,Induction Mentoring,EDUC 598 Induction Mentoring,45078,P,CLAS ,-,-,-,Full Term,01/11/2023-04/24/2023 ,"Brennan, L  ",$75/cr,160 ,0 ,160 ,-,-,-,-,Open ,-,IN 
22507,EDUC 599,1 ,Induction: Advanced Study in Pedagogy,EDUC 599 Induction: Advanced Study in Pedagogy,45261,P,CLAS ,-,-,-,Full Term,01/11/2023-04/24/2023 ,"Brennan, L  ",$75/cr,160 ,0 ,160 ,-,-,-,-,Open ,-,IN 
21882,EDUC 605,01 ,Introduction Education Inquiry,EDUC 605 Introduction Education Inquiry,4,L,CLAS ,T,17:00-20:50  ,SLC 200 ,Full Term,01/11/2023-04/23/2023 ,"Swanson, L  ",-,10 ,7 ,3 ,-,-,0,-,Open ,-,IN 
20992,EDUC 606,01 ,Educational Inquiry Practicum,EDUC 606 Educational Inquiry Practicum,4,L,CLAS ,W,17:00-20:50  ,SLC 205 ,Full Term,01/11/2023-04/24/2023 ,"Algario, D  ",-,10 ,10 ,0 ,-,-,0,-,Closed ,-,IN 
22508,EDUC 695,1 ,ELL Shadowing,EDUC 695 ELL Shadowing,44986,P,CLAS ,-,-,ONLINE  ,Full Term,01/11/2023-04/24/2023 ,"Soto-Hinman, I  ",-,100 ,0 ,100 ,-,-,-,-,Open ,-,IN 
22512,EDUC 698,1 ,CABE DLTA Certificate Program,EDUC 698 CABE DLTA Certificate Program,45139,P,CLAS ,-,-,ONLINE  ,Full Term,01/11/2023-04/24/2023 ,"Soto-Hinman, I  ",-,100 ,0 ,100 ,-,-,-,-,Open ,-,-
22513,EDUC 699,1 ,CABE Professional Development,EDUC 699 CABE Professional Development,44986,P,CLAS ,-,-,ONLINE  ,Full Term,01/11/2023-04/24/2023 ,"Soto-Hinman, I  ",-,100 ,0 ,100 ,-,-,-,-,Open ,-,-
22154,ENGL 107,01 ,Intro to Professional Writing,ENGL 107 Intro to Professional Writing,3,L,CLAS ,MWF,14:30-15:20  ,HV 104 ,Full Term,01/11/2023-04/24/2023 ,"Burton, J  ",-,20 ,15 ,5 ,-,-,0,-,Open ,COM2,-
22369,ENGL 111,1 ,History of the English Language,ENGL 111 History of the English Language,3,L,CLAS ,MWF,09:00-09:50  ,HV 004A ,Full Term,01/11/2023-04/24/2023 ,"Morris, S  ",-,20 ,20 ,0 ,-,-,0,-,Closed ,COM2,-
22156,ENGL 131,01 ,What Are Humans?,ENGL 131 What Are Humans?,3,L,CLAS ,MWF,10:00-10:50  ,HV 004B ,Full Term,01/11/2023-04/24/2023 ,"Paddy, D  ",-,20 ,20 ,0 ,-,-,0,-,Closed ,COM2,-
22373,ENGL 134,1 ,Horror!,ENGL 134 Horror!,3,L,CLAS ,TR,11:00-12:20  ,HV 004A ,Full Term,01/11/2023-04/24/2023 ,"Paddy, D  ",-,21 ,21 ,0 ,-,-,-,-,Closed ,COM2,-
22157,ENGL 142,01 ,Beowulf vs. Ironman: Why You Love the Marvel Cinematic Universe,ENGL 142 Beowulf vs. Ironman: Why You Love the Marvel Cinematic Universe,3,L,CLAS ,TR,12:00-13:20  ,BALL  ,Full Term,01/11/2023-04/24/2023 ,"Morris, S  ",-,21 ,21 ,0 ,-,-,-,-,Closed ,COM2,-
22518,ENGL 145,1 ,Creativity,ENGL 145 Creativity,3,L,CLAS ,TR,11:00-12:20  ,HV 004B ,Full Term,01/11/2023-04/24/2023 ,"Barnstone, T  ",-,17 ,20 ,-3 ,-,-,1,-,Closed ,COM3,-
